date,state,positive,negative,totalTestResults,death
2020-04-04,DE,593,5874,6467,17
2020-04-05,DE,673,6321,6994,19
2020-04-06,DE,673,6321,6994,24
2020-04-07,DE,928,7628,8556,28
2020-04-08,DE,928,7628,8556,32
2020-04-09,DE,1207,8683,9890,34
2020-04-10,DE,1326,10415,11741,36
2020-04-11,DE,1479,9624,11103,43
2020-04-12,DE,1479,9624,11103,48
2020-04-13,DE,1625,10195,11820,53
2020-04-14,DE,1761,10543,12304,60
2020-04-15,DE,2014,11088,13102,67
2020-04-16,DE,2075,11275,13350,70
2020-04-17,DE,2323,11694,14017,76
2020-04-18,DE,2323,11694,14017,86
2020-04-19,DE,2538,12256,14794,90
2020-04-20,DE,2745,12508,15253,99
2020-04-21,DE,2931,12935,15866,104
2020-04-22,DE,3200,13353,16553,117
2020-04-23,DE,3308,13604,16912,131
2020-04-24,DE,3442,13937,17379,147
2020-04-25,DE,3576,14122,17698,155
2020-04-26,DE,4034,15215,19249,168
2020-04-27,DE,4162,15454,19616,181
